dataset,region,policy_issue,rank,weight,issue
SURVEY9,전남,환경/소방/재난안전,9,4,갯벌생태보전
SURVEY9,전남,환경/소방/재난안전,9,4,탄소중립도시
SURVEY9,전남,환경/소방/재난안전,10,3.7,산불예방
SURVEY9,전남,환경/소방/재난안전,10,3.7,친환경에너지보급
SURVEY9,전남,환경/소방/재난안전,10,3.7,영산강수질관리
SURVEY9,전남,환경/소방/재난안전,11,3.5,하수도정비
SURVEY9,전남,환경/소방/재난안전,12,3.2,영농폐기물 발생 저감
SURVEY9,전남,환경/소방/재난안전,12,3.2,치안유지
SURVEY9,전남,환경/소방/재난안전,13,3.1,세계자연유산센터 건립
SURVEY9,전남,환경/소방/재난안전,14,3,여성 및 사회적 약자 안전 증진
SURVEY9,전남,환경/소방/재난안전,14,3,이차전지 재자원화
SURVEY9,전남,환경/소방/재난안전,15,2.9,친환경자동차보급
SURVEY9,경북,산업/경제,1,4.5,농산물수급안정
SURVEY9,경북,산업/경제,2,4.4,"그린수소 생산, 실증단지 구축"
SURVEY9,경북,산업/경제,2,4.4,코로나 손실보상
SURVEY9,경북,산업/경제,2,4.4,지역인재채용
SURVEY9,경북,산업/경제,3,4.1,대구경북신공항 첨단 특화단지 조성
SURVEY9,경북,산업/경제,4,4,가축방역
SURVEY9,경북,산업/경제,4,4,미래자동차 디지털 핵심 전장시스템 기반육성
SURVEY9,경북,산업/경제,4,4,경북스마트 농업클러스터 구축
SURVEY9,경북,산업/경제,5,3.9,농산물 가격보존
SURVEY9,경북,산업/경제,5,3.9,사회적경제 공제조합 육성
SURVEY9,경북,산업/경제,6,3.4,중소영세 자영업자 생계 지원
SURVEY9,경북,산업/경제,7,3.1,고령친화적사업장구축
SURVEY9,경북,산업/경제,7,3.1,동식물검역
SURVEY9,경북,산업/경제,8,3,가축백신지원
SURVEY9,경북,산업/경제,9,2.8,청년고용할당
SURVEY9,경북,산업/경제,9,2.8,포항 신항 수소 복합터미널 구축
SURVEY9,경북,산업/경제,10,2.7,자연재난시 농가구호
SURVEY9,경북,산업/경제,10,2.7,혁신형 벤처타운 조성
SURVEY9,경북,산업/경제,11,2.6,경북에너지공사 설립
SURVEY9,경북,산업/경제,12,2.5,농산물위생검사
SURVEY9,경북,도시/지역발전,1,6.5,일자리창출
SURVEY9,경북,도시/지역발전,2,5.6,지역소멸 대책
SURVEY9,경북,도시/지역발전,3,5.5,주거환경개선
SURVEY9,경북,도시/지역발전,4,5.2,대구경북선 광역철도 건설
SURVEY9,경북,도시/지역발전,5,5,구도심 재생
SURVEY9,경북,도시/지역발전,6,4.8,대구경북신공항 건설
SURVEY9,경북,도시/지역발전,6,4.8,"재개발,재건축 활성화"
SURVEY9,경북,도시/지역발전,7,4.6,공공주택 건설
SURVEY9,경북,도시/지역발전,8,4.2,대구경북신공항 연계교통망 구축
SURVEY9,경북,도시/지역발전,9,4,중앙선 복선전철화
SURVEY9,경북,도시/지역발전,10,3.9,수요응답형 통합교동체계 구축
SURVEY9,경북,도시/지역발전,10,3.9,청년인구유입
SURVEY9,경북,도시/지역발전,11,3.7,폐교 및 폐역사 등 유휴자원 활용
SURVEY9,경북,도시/지역발전,12,3.4,교통불균형 해소
SURVEY9,경북,도시/지역발전,13,3,동해선 철도 복선전철화
SURVEY9,경북,도시/지역발전,13,3,전통시장 정비
SURVEY9,경북,도시/지역발전,13,3,임대주택 확충
SURVEY9,경북,도시/지역발전,14,2.9,생활인구확대
SURVEY9,경북,도시/지역발전,14,2.9,영일만 횡단 고속도로
SURVEY9,경북,도시/지역발전,15,2.5,KTX 구미역 신설
SURVEY9,경북,사회복지/문화/여성가족/건강/보건,1,5.4,공공의료 불균형 해소
SURVEY9,경북,사회복지/문화/여성가족/건강/보건,1,5.4,국공립어린이집 확대
SURVEY9,경북,사회복지/문화/여성가족/건강/보건,2,5.2,노인전문병원 및 치매병원 설치
SURVEY9,경북,사회복지/문화/여성가족/건강/보건,3,4.7,생활스포츠 인프라확충
SURVEY9,경북,사회복지/문화/여성가족/건강/보건,4,4.4,지역의료보건체계 구축
SURVEY9,경북,사회복지/문화/여성가족/건강/보건,5,4.3,육아 기본수당 확대
SURVEY9,경북,사회복지/문화/여성가족/건강/보건,6,4.1,무료예방접종 도입
SURVEY9,경북,사회복지/문화/여성가족/건강/보건,7,4,공공산후조리원 설립
SURVEY9,경북,사회복지/문화/여성가족/건강/보건,8,3.6,장애인일자리확대
SURVEY9,경북,사회복지/문화/여성가족/건강/보건,9,3.4,지역건강 돌봄시스템 구축
SURVEY9,경북,사회복지/문화/여성가족/건강/보건,10,3.3,K-컨텐츠산업 진흥
SURVEY9,경북,사회복지/문화/여성가족/건강/보건,10,3.3,종합병원 설립
SURVEY9,경북,사회복지/문화/여성가족/건강/보건,11,3.2,장애인복지지설 확대
SURVEY9,경북,사회복지/문화/여성가족/건강/보건,12,3.1,K-관광컨텐츠 개발
SURVEY9,경북,사회복지/문화/여성가족/건강/보건,12,3.1,무상아침급식
SURVEY9,경북,사회복지/문화/여성가족/건강/보건,12,3.1,국제스포츠대회 유치
SURVEY9,경북,사회복지/문화/여성가족/건강/보건,13,3,국립공공보건의료대학 유치
SURVEY9,경북,사회복지/문화/여성가족/건강/보건,13,3,낙동 문화탐방 플랫폼 조성
SURVEY9,경북,사회복지/문화/여성가족/건강/보건,14,2.9,생리대지원
SURVEY9,경북,사회복지/문화/여성가족/건강/보건,15,2.8,저상버스 보급 확대
SURVEY9,경북,환경/소방/재난안전,1,5.8,폐기물 처리시설 확충
SURVEY9,경북,환경/소방/재난안전,2,5.4,CCTV 설치
SURVEY9,경북,환경/소방/재난안전,3,4.8,낙동강 수질 개선
SURVEY9,경북,환경/소방/재난안전,4,4.6,낙동강 생태복원
SURVEY9,경북,환경/소방/재난안전,4,4.6,폐기물 재활용 활성화
SURVEY9,경북,환경/소방/재난안전,5,4.4,소방공무원 근무여건 개선
SURVEY9,경북,환경/소방/재난안전,6,4.3,미세플라스틱 저감
SURVEY9,경북,환경/소방/재난안전,7,4.2,탄소중립 에너지 미래관 건립
SURVEY9,경북,환경/소방/재난안전,8,4.1,미세먼지 저감
SURVEY9,경북,환경/소방/재난안전,8,4.1,여성안심귀가서비스
SURVEY9,경북,환경/소방/재난안전,9,3.9,경북지역 초대형 산불진화 헬기보강
SURVEY9,경북,환경/소방/재난안전,9,3.9,하수처리장 증설 및 개량
SURVEY9,경북,환경/소방/재난안전,10,3.8,국립 백두대간 생추어리 조성
SURVEY9,경북,환경/소방/재난안전,11,3.7,경북 산불특수진화대 설치
SURVEY9,경북,환경/소방/재난안전,12,3.5,빅데이터 기반 재난 정보시스템
SURVEY9,경북,환경/소방/재난안전,12,3.5,재활용품 공공기관 의무구매
SURVEY9,경북,환경/소방/재난안전,12,3.5,업사이클 지원
SURVEY9,경북,환경/소방/재난안전,12,3.5,수질유해물질 배출량 저감
SURVEY9,경북,환경/소방/재난안전,13,3.4,호미곶 국가해양정원 조성
SURVEY9,경북,환경/소방/재난안전,14,3.2,울산산불피해 복구 및 지원
SURVEY9,경북,정치/행정자치,1,15.1,지방정부 재정자립성
SURVEY9,경북,정치/행정자치,2,12.5,대구경북 행정통합
SURVEY9,경북,정치/행정자치,3,11.6,경상북도 교육혁신 시범도시 조성
SURVEY9,경북,정치/행정자치,4,10.8,공공기관 지역인재 의무채용
SURVEY9,경북,정치/행정자치,5,9.3,지방의회 역량강화
SURVEY9,경북,정치/행정자치,6,8.8,공공기관이전
SURVEY9,경북,정치/행정자치,7,8.6,의과대학 설립
SURVEY9,경북,정치/행정자치,8,7.9,지방대학 지원
SURVEY9,경북,정치/행정자치,9,6.4,원전건설중단 피해지원 및 보상 특별볍 제정
SURVEY9,경북,정치/행정자치,10,5.5,DGIST 경북캠퍼스 설치
SURVEY9,경북,정치/행정자치,11,3.6,대구특별광역시 설치
SURVEY9,경남,산업/경제,1,5.3,농축산 브랜드 육성/명품화
SURVEY9,경남,산업/경제,2,4.6,카드 수수료 제로화
SURVEY9,경남,산업/경제,3,4.3,시설 현대화
SURVEY9,경남,산업/경제,4,4.2,스타트업 지원
SURVEY9,경남,산업/경제,5,3.7,수소경제플랫폼 구축
SURVEY9,경남,산업/경제,5,3.7,첨단소재부품산업
SURVEY9,경남,산업/경제,6,3.6,청년농업인 지원
SURVEY9,경남,산업/경제,7,3.2,5G국가선도사업 유치
SURVEY9,경남,산업/경제,8,3.1,한국형 원전산업 복원
SURVEY9,경남,산업/경제,8,3.1,협력사 임금격차 해소
SURVEY9,경남,산업/경제,9,2.9,IOT 산업 육성
SURVEY9,경남,산업/경제,9,2.9,청년일거리플러스 플랫폼
SURVEY9,경남,산업/경제,10,2.8,경남항만공사 설립
SURVEY9,경남,산업/경제,10,2.8,행복일자리 적금
SURVEY9,경남,산업/경제,10,2.8,해양플랜트 국가산단
SURVEY9,경남,산업/경제,10,2.8,지역인재 채용할당제 확대
SURVEY9,경남,산업/경제,11,2.7,해상풍력설비 특화단지 구축
SURVEY9,경남,산업/경제,12,2.6,제2신항 조기착공
SURVEY9,경남,산업/경제,13,2.5,재해보조비율 확대
SURVEY9,경남,산업/경제,13,2.5,친환경 선박클러스터
SURVEY9,경남,도시/지역발전,1,4.9,부동산 가격 안정
SURVEY9,경남,도시/지역발전,2,4.8,마창대교 통행료 인하
SURVEY9,경남,도시/지역발전,3,4.7,거가대교 통행료 인하
SURVEY9,경남,도시/지역발전,4,4.5,고속철도(KTX) 노선 확충
SURVEY9,경남,도시/지역발전,4,4.5,영호남 1시간 생활권 구축
SURVEY9,경남,도시/지역발전,4,4.5,난개발 방지
SURVEY9,경남,도시/지역발전,5,4.3,환승 할인
SURVEY9,경남,도시/지역발전,6,4,토지거래허가구역 투기지역 지정
SURVEY9,경남,도시/지역발전,7,3.7,공공임대주택 확충
SURVEY9,경남,도시/지역발전,8,3.6,지역산업 생태계 강화
SURVEY9,경남,도시/지역발전,8,3.6,혁신도시 정주여건 강화
SURVEY9,경남,도시/지역발전,9,3.4,광역대중교통
SURVEY9,경남,도시/지역발전,9,3.4,취약계층 주거지원
SURVEY9,경남,도시/지역발전,9,3.4,부울경 혁신도시 네트워크 구축
SURVEY9,경남,도시/지역발전,10,3.1,G-시티(경남형 첨단산업연구개발단지) 구축
SURVEY9,경남,도시/지역발전,10,3.1,청년내일주택
SURVEY9,경남,도시/지역발전,11,3,미래인재양성
SURVEY9,경남,도시/지역발전,12,2.9,비행안전 고도 제한 완화
SURVEY9,경남,도시/지역발전,13,2.7,전철 확대
SURVEY9,경남,도시/지역발전,13,2.7,항공우주 혁신타운 조성
SURVEY9,경남,사회복지/문화/여성가족/건강/보건,1,4.6,전면 무상 급식
SURVEY9,경남,사회복지/문화/여성가족/건강/보건,2,4.5,문화관광권 조성
SURVEY9,경남,사회복지/문화/여성가족/건강/보건,3,4.3,지역응급의료센터 확충
SURVEY9,경남,사회복지/문화/여성가족/건강/보건,4,4,국공립 및 공공형 어린이집 확대
SURVEY9,경남,사회복지/문화/여성가족/건강/보건,4,4,노인 일자리 확충
SURVEY9,경남,사회복지/문화/여성가족/건강/보건,5,3.7,노인 맞춤돌봄 서비스
SURVEY9,경남,사회복지/문화/여성가족/건강/보건,6,3.5,섬진강문화예술벨트 조성
SURVEY9,경남,사회복지/문화/여성가족/건강/보건,6,3.5,해양관광 활성화
SURVEY9,경남,사회복지/문화/여성가족/건강/보건,6,3.5,지리산권 힐링관광휴양벨트 조성
SURVEY9,경남,사회복지/문화/여성가족/건강/보건,7,3.4,재활병원 및 건강검진기관 유치
SURVEY9,경남,사회복지/문화/여성가족/건강/보건,8,3.2,교복 무상 지원
SURVEY9,경남,사회복지/문화/여성가족/건강/보건,9,3.1,복지문화관 확충
SURVEY9,경남,사회복지/문화/여성가족/건강/보건,9,3.1,중장년 여성 희망 일자리 창출 지원
SURVEY9,경남,사회복지/문화/여성가족/건강/보건,10,3,여성능력개발센터 기능 강화
SURVEY9,경남,사회복지/문화/여성가족/건강/보건,10,3,초등돌봄안전교실 책임 운영
SURVEY9,경남,사회복지/문화/여성가족/건강/보건,11,2.8,서부경남 의료복지타운 조성
SURVEY9,경남,사회복지/문화/여성가족/건강/보건,11,2.8,여성안전망 구축
SURVEY9,경남,사회복지/문화/여성가족/건강/보건,12,2.7,국가 문화재 지정 및 승격
SURVEY9,경남,사회복지/문화/여성가족/건강/보건,12,2.7,섬 문화예술 행사 활성화
SURVEY9,경남,사회복지/문화/여성가족/건강/보건,13,2.6,등하교 안심알리미
SURVEY9,경남,환경/소방/재난안전,1,5,도시숲/마을숲 조성
SURVEY9,경남,환경/소방/재난안전,2,4.8,상수원 수질 관리
SURVEY9,경남,환경/소방/재난안전,3,4.6,하천정비
SURVEY9,경남,환경/소방/재난안전,4,4.5,대형산불 예방
SURVEY9,경남,환경/소방/재난안전,4,4.5,소방장비 현대화
SURVEY9,경남,환경/소방/재난안전,5,4.3,산불예방
SURVEY9,경남,환경/소방/재난안전,6,3.6,응급의료체계 확충
SURVEY9,경남,환경/소방/재난안전,7,3.5,해양쓰레기 수거
SURVEY9,경남,환경/소방/재난안전,8,3.4,생태관광 활성화
SURVEY9,경남,환경/소방/재난안전,9,3.3,부실공사 예방
SURVEY9,경남,환경/소방/재난안전,10,3.2,친환경 건축 지원
SURVEY9,경남,환경/소방/재난안전,11,3.1,친환경 자동차 보급 확대
SURVEY9,경남,환경/소방/재난안전,12,3,그린벨트 관리
SURVEY9,경남,환경/소방/재난안전,12,3,지하수 보호
SURVEY9,경남,환경/소방/재난안전,12,3,미세먼지 저감
SURVEY9,경남,환경/소방/재난안전,13,2.9,신재생 에너지 확대
SURVEY9,경남,환경/소방/재난안전,14,2.8,고령자 교통안전
SURVEY9,경남,환경/소방/재난안전,14,2.8,일회용품 저감
SURVEY9,경남,환경/소방/재난안전,14,2.8,어린이 통학로 안전
SURVEY9,경남,환경/소방/재난안전,14,2.8,사회적 약자 안전 증진
SURVEY9,경남,정치/행정자치,1,10.9,주민참여 확대
SURVEY9,경남,정치/행정자치,2,10.7,부울경 통합환승체계 도입
SURVEY9,경남,정치/행정자치,3,9.6,주민자치위원회 활성화
SURVEY9,경남,정치/행정자치,4,7.9,광역철도망 구축
SURVEY9,경남,정치/행정자치,5,7.2,광역도로망 구축
SURVEY9,경남,정치/행정자치,5,7.2,남부권 광역관광개발
SURVEY9,경남,정치/행정자치,6,5.7,민관협치 기본계획 수립
SURVEY9,경남,정치/행정자치,6,5.7,자치경찰제 강화
SURVEY9,경남,정치/행정자치,7,5.3,광역 급행열차 도입
SURVEY9,경남,정치/행정자치,8,5.2,마을공동체 육성
SURVEY9,경남,정치/행정자치,9,4.8,부울경 광역공동사무 발굴
SURVEY9,경남,정치/행정자치,9,4.8,진주-울산 준고속열차 연장 운행
SURVEY9,경남,정치/행정자치,10,4.2,지방의회 입법역량 강화
SURVEY9,경남,정치/행정자치,11,3.9,위원회 정비
SURVEY9,경남,정치/행정자치,12,3.6,자치입법권 확대
SURVEY9,경남,정치/행정자치,13,3.2,광역BRT 도입
SURVEY9,제주,산업/경제,1,4.9,수산자원보존
SURVEY9,제주,산업/경제,1,4.9,에너지신산업 육성
SURVEY9,제주,산업/경제,2,4.5,농산물가격안정
SURVEY9,제주,산업/경제,3,4.2,탐나는전(지역화폐)
SURVEY9,제주,산업/경제,3,4.2,해양물류운송비지원
SURVEY9,제주,산업/경제,4,4,청년일자리창출
SURVEY9,제주,산업/경제,5,3.7,창업인프라 구축
SURVEY9,제주,산업/경제,6,3.5,불안정고용계층 지원
SURVEY9,제주,산업/경제,7,3.3,산-학-연 연계 청년인재 교육체계 구축
SURVEY9,제주,산업/경제,8,3.1,방역체계구축
SURVEY9,제주,산업/경제,8,3.1,축산환경 및 생산-가공시절 개선
SURVEY9,제주,산업/경제,8,3.1,수요중심 인력양성
SURVEY9,제주,산업/경제,9,2.8,중소기업 경쟁력 강화
SURVEY9,제주,산업/경제,9,2.8,코로나피해소상공인지원
SURVEY9,제주,산업/경제,10,2.6,디지털격차 감소
SURVEY9,제주,산업/경제,10,2.6,중소기업 해외진출 지원
SURVEY9,제주,산업/경제,10,2.6,수산물 유통체계 구축
SURVEY9,제주,산업/경제,11,2.4,바이오헬스산업 육성
SURVEY9,제주,산업/경제,11,2.4,축산물 수출지원사업
SURVEY9,제주,산업/경제,11,2.4,산업별 인력교육 강화
SURVEY9,제주,도시/지역발전,1,4.8,도심주차난 해소
SURVEY9,제주,도시/지역발전,1,4.8,지역균형개발
SURVEY9,제주,도시/지역발전,2,4.3,제주국가항만 인프라확충
SURVEY9,제주,도시/지역발전,3,4.2,대중교통 이용자 지원 확대
SURVEY9,제주,도시/지역발전,3,4.2,도내외 광역물류서비스 개선
SURVEY9,제주,도시/지역발전,4,4.1,구도심 주거환경 개선
SURVEY9,제주,도시/지역발전,5,3.9,도서지역 해상교통
SURVEY9,제주,도시/지역발전,6,3.6,난개발방지
SURVEY9,제주,도시/지역발전,6,3.6,제주순환도로체계 수립
SURVEY9,제주,도시/지역발전,7,3.5,주택시장 안정화
SURVEY9,제주,도시/지역발전,8,3.3,제주공항공사 설립
SURVEY9,제주,도시/지역발전,9,3.2,해상교통안전
SURVEY9,제주,도시/지역발전,10,3.1,지능형 물류연계체계구성
SURVEY9,제주,도시/지역발전,11,2.9,국제카페리 활성화
SURVEY9,제주,도시/지역발전,11,2.9,노후주택재개발
SURVEY9,제주,도시/지역발전,12,2.8,구도심재생사업
SURVEY9,제주,도시/지역발전,13,2.6,공공임대주택확충
SURVEY9,제주,도시/지역발전,13,2.6,제2공항 건립
SURVEY9,제주,도시/지역발전,13,2.6,공영버스 확대
SURVEY9,제주,도시/지역발전,14,2.5,대중교통급행버스 확대
SURVEY9,제주,사회복지/문화/여성가족/건강/보건,1,4.7,공공체육시설 확충
SURVEY9,제주,사회복지/문화/여성가족/건강/보건,2,4.4,공공돌봄기능 강화
SURVEY9,제주,사회복지/문화/여성가족/건강/보건,2,4.4,지역공존형 관광개발
SURVEY9,제주,사회복지/문화/여성가족/건강/보건,2,4.4,제주형기본소득 실시
SURVEY9,제주,사회복지/문화/여성가족/건강/보건,3,4.3,감염병전문병원 건립
SURVEY9,제주,사회복지/문화/여성가족/건강/보건,3,4.3,지역의료보건체계 구축
SURVEY9,제주,사회복지/문화/여성가족/건강/보건,3,4.3,노인 관련 인프라확충
SURVEY9,제주,사회복지/문화/여성가족/건강/보건,4,4.2,취약계층 복지접근성 강화
SURVEY9,제주,사회복지/문화/여성가족/건강/보건,4,4.2,취약계층 의료접근성 강화
SURVEY9,제주,사회복지/문화/여성가족/건강/보건,5,4.1,무료예방접종도입
SURVEY9,제주,사회복지/문화/여성가족/건강/보건,6,3.9,노인 이동편의성 확대
SURVEY9,제주,사회복지/문화/여성가족/건강/보건,7,3.7,중증환자 치료인프라 확충
SURVEY9,제주,사회복지/문화/여성가족/건강/보건,8,3.5,제주첨단의료복합단지 조성
SURVEY9,제주,사회복지/문화/여성가족/건강/보건,9,3.3,다문화 교육 강화
SURVEY9,제주,사회복지/문화/여성가족/건강/보건,10,3.2,감염병 대응역량 강화
SURVEY9,제주,사회복지/문화/여성가족/건강/보건,10,3.2,장애인이동권보장
SURVEY9,제주,사회복지/문화/여성가족/건강/보건,11,3.1,육아지원금
SURVEY9,제주,사회복지/문화/여성가족/건강/보건,11,3.1,제주대학병원 상급종합병원 지정
SURVEY9,제주,사회복지/문화/여성가족/건강/보건,12,3,제주문화자원 발굴
SURVEY9,제주,사회복지/문화/여성가족/건강/보건,13,2.8,스포츠전지훈련팀 유치확대
SURVEY9,제주,환경/소방/재난안전,1,4.8,재활용산업 활성화
SURVEY9,제주,환경/소방/재난안전,1,4.8,해양쓰레기수거처리시설확충
SURVEY9,제주,환경/소방/재난안전,2,4.7,재난대응체계고도화
SURVEY9,제주,환경/소방/재난안전,3,4.5,해양쓰레기감소
SURVEY9,제주,환경/소방/재난안전,4,4.3,지하수보호
SURVEY9,제주,환경/소방/재난안전,5,4.2,습지보호
SURVEY9,제주,환경/소방/재난안전,6,3.9,하수처리개선
SURVEY9,제주,환경/소방/재난안전,7,3.8,신속한 재난대응체계구축
SURVEY9,제주,환경/소방/재난안전,7,3.8,육상 및 해양오염 피해 방지
SURVEY9,제주,환경/소방/재난안전,8,3.7,우수 자연자원 보전지역 확대
SURVEY9,제주,환경/소방/재난안전,9,3.5,재생에너지 사용확대
SURVEY9,제주,환경/소방/재난안전,10,3.4,산림치유 공간 확대
SURVEY9,제주,환경/소방/재난안전,10,3.4,응급의료시스템 개선
SURVEY9,제주,환경/소방/재난안전,11,3.3,부실공사방지
SURVEY9,제주,환경/소방/재난안전,11,3.3,제주국립공원확대지정
SURVEY9,제주,환경/소방/재난안전,11,3.3,생태관광활성화
SURVEY9,제주,환경/소방/재난안전,12,3.2,안전망 강화
SURVEY9,제주,환경/소방/재난안전,13,3.1,경관자원 관리
SURVEY9,제주,환경/소방/재난안전,14,3,미세먼지저감
SURVEY9,제주,환경/소방/재난안전,14,3,치안유지
SURVEY9,제주,정치/행정자치,1,10.9,4.3희생자지원
SURVEY9,제주,정치/행정자치,2,10.8,제주특별행정지원청설치
SURVEY9,제주,정치/행정자치,3,10.3,주민정책참여활성화
SURVEY9,제주,정치/행정자치,4,9.6,4.3진상조사
SURVEY9,제주,정치/행정자치,5,9.1,제주국제교류센터 설립
SURVEY9,제주,정치/행정자치,5,9.1,해외 도시와 교류강화
SURVEY9,제주,정치/행정자치,6,8.8,주민자치회 활성화
SURVEY9,제주,정치/행정자치,7,7.5,주민자치센터활성화
SURVEY9,제주,정치/행정자치,8,7.2,4.3추모제
SURVEY9,제주,정치/행정자치,9,6.1,제주포럼 경쟁력 강화
SURVEY9,제주,정치/행정자치,10,5.7,행정시장러닝메이트제
SURVEY9,제주,정치/행정자치,11,4.8,제주지방법원서귀포지원설치
